# gname               ra          dec         era       edec      l         b          el                      eb                      Speak   eSpeak   Sint   eSint   RMS       SNR   Yf     Reff   Npix   Simb_class       GD_name           
  G035.4804-000.7359  284.6773173 1.9320439   3.97E-5   3.97E-5   35.480432 -0.735868  3.97E-5                 3.88E-5                 0.31    0.06     0.4    0.06    0.06      5.0   1.31   0.6    18     ""               ""                
  G035.4820-000.0985  284.1105378 2.2244114   3.72E-5   3.72E-5   35.481952 -0.0984573 3.46E-5                 3.66E-5                 0.34    0.07     0.34   0.07    0.06      5.3   1.0    0.53   14     ""               ""                
  G035.4948+000.8555  283.2666385 2.6709494   3.29E-5   3.29E-5   35.494764 0.8555319  3.52E-5                 3.33E-5                 0.39    0.07     0.35   0.07    0.06      6.1   0.89   0.55   15     ""               G035.495+00.856   
  G035.4963-000.4152  284.3990592 2.0925606   3.92E-5   3.92E-5   35.496251 -0.4151695 3.77E-5                 3.92E-5                 0.44    0.09     0.6    0.09    0.09      5.1   1.36   0.61   19     ""               ""                
  G035.5034+000.1546  283.8950152 2.3589905   3.97E-5   3.97E-5   35.503432 0.154576   4.15E-5                 3.87E-5                 0.39    0.08     0.54   0.08    0.08      5.0   1.38   0.6    18     ""               ""                
  G035.5099-000.1904  284.2051907 2.2072502   3.81E-5   3.81E-5   35.509853 -0.1904457 3.97E-5                 3.91E-5                 0.32    0.06     0.42   0.07    0.06      5.2   1.33   0.61   19     ""               ""                
  G035.5107-000.3611  284.3575108 2.1301402   3.72E-5   3.72E-5   35.510730 -0.3610721 3.84E-5                 3.6E-5                  0.36    0.07     0.43   0.07    0.07      5.4   1.19   0.58   17     ""               ""                
  G035.5136-000.6341  284.6018795 2.0079798   3.82E-5   3.82E-5   35.513557 -0.6341168 3.66E-5                 3.79E-5                 0.33    0.07     0.33   0.07    0.06      5.2   1.0    0.53   14     ""               ""                
  G035.5169+000.4557  283.6329403 2.5083868   3.85E-5   3.85E-5   35.516934 0.4557343  3.64E-5                 3.56E-5                 0.34    0.07     0.34   0.07    0.07      5.2   1.0    0.53   14     ""               ""                
  G035.5177-000.8550  284.8004427 1.9108023   3.87E-5   3.87E-5   35.517745 -0.8550402 3.88E-5                 3.96E-5                 0.35    0.07     0.31   0.07    0.07      5.1   0.88   0.49   12     ""               ""                
  G035.5215-000.0831  284.1149185 2.2666334   3.57E-5   3.57E-5   35.521518 -0.0830822 3.69E-5                 3.43E-5                 0.35    0.07     0.38   0.07    0.06      5.6   1.07   0.58   17     ""               ""                
  G035.5240-000.7429  284.7035287 1.9675881   3.95E-5   3.95E-5   35.524021 -0.7429384 4.05E-5                 4.37E-5                 0.32    0.07     0.32   0.06    0.06      5.0   1.02   0.53   14     ""               ""                
  G035.5241+000.9980  283.1530345 2.7619983   3.91E-5   3.91E-5   35.524088 0.9980349  3.95E-5                 3.98E-5                 0.44    0.09     0.52   0.09    0.09      5.1   1.17   0.56   16     ""               ""                
  G035.5261-000.8141  284.7678636 1.936931    3.5E-5    3.5E-5    35.526117 -0.8141398 3.48E-5                 3.19E-5                 0.38    0.07     0.44   0.07    0.07      5.7   1.16   0.6    18     ""               G035.525-00.814   
  G035.5315-001.0292  284.9616949 1.8434831   3.77E-5   3.77E-5   35.531488 -1.0291593 3.72E-5                 3.7E-5                  0.83    0.16     0.68   0.16    0.16      5.3   0.82   0.49   12     ""               ""                
  G035.5463-000.2069  284.2364675 2.2321767   3.78E-5   3.78E-5   35.546297 -0.2068751 3.83E-5                 3.61E-5                 0.32    0.07     0.37   0.07    0.06      5.3   1.15   0.56   16     ""               ""                
  G035.5523-000.1544  284.1924788 2.2614184   3.94E-5   3.94E-5   35.552251 -0.1544188 3.76E-5                 3.75E-5                 0.31    0.06     0.32   0.06    0.06      5.0   1.04   0.53   14     ""               ""                
  G035.5567-000.3522  284.3705856 2.1751373   3.89E-5   3.89E-5   35.556730 -0.3521532 3.95E-5                 3.89E-5                 0.35    0.07     0.38   0.07    0.07      5.1   1.1    0.56   16     ""               ""                
  G035.5594-000.5184  284.5198403 2.1015525   3.66E-5   3.66E-5   35.559365 -0.5184473 3.75E-5                 3.55E-5                 0.37    0.07     0.42   0.07    0.07      5.4   1.13   0.58   17     ""               ""                
  G035.5608-000.9298  284.886682  1.9149898   3.76E-5   3.76E-5   35.560849 -0.9297998 3.68E-5                 3.87E-5                 0.36    0.07     0.36   0.07    0.07      5.3   1.02   0.55   15     ""               ""                
  G035.5616-000.0167  284.0741246 2.3325379   3.5E-5    3.5E-5    35.561556 -0.0167358 3.42E-5                 3.45E-5                 0.5     0.09     0.69   0.09    0.09      5.7   1.39   0.66   22     ""               ""                
  G035.5633-000.1639  284.2059622 2.2669724   3.04E-5   3.04E-5   35.563342 -0.1638712 2.93E-5                 2.94E-5                 0.4     0.07     0.43   0.07    0.06      6.5   1.07   0.63   20     ""               ""                
  G035.5717+000.0681  284.0031621 2.3802467   3.11E-5   3.11E-5   35.571651 0.0681252  2.99E-5                 2.94E-5                 0.53    0.08     1.19   0.1     0.08      6.4   2.25   0.91   42     ""               ""                
  G035.5744+000.0676  284.0048997 2.3823995   3.38E-5   3.38E-5   35.574359 0.0675628  3.49E-5                 3.3E-5                  0.54    0.08     2.22   0.14    0.08      5.9   4.11   1.2    72     ""               ""                
  G035.5750-000.9078  284.8736289 1.9376368   3.88E-5   3.88E-5   35.575037 -0.9078489 3.72E-5                 3.86E-5                 0.36    0.07     0.34   0.07    0.07      5.1   0.94   0.51   13     ""               ""                
  G035.5751+000.0687  284.0042046 2.38358     3.73E-5   3.73E-5   35.575092 0.0687194  3.82E-5                 3.62E-5                 0.43    0.08     0.56   0.08    0.08      5.3   1.32   0.61   19     ""               ""                
  G035.5752+000.0679  284.0049691 2.3833023   3.28E-5   3.28E-5   35.575194 0.067913   3.25E-5                 3.35E-5                 0.48    0.08     0.51   0.08    0.08      6.1   1.06   0.58   17     MoC              ""                
  G035.5754+000.0672  284.0056642 2.3831634   2.91E-5   2.91E-5   35.575387 0.0672317  2.84E-5                 2.96E-5                 0.59    0.09     1.65   0.12    0.08      6.9   2.77   1.06   56     ""               ""                
  G035.5758-000.0233  284.0864964 2.3421903   3.47E-5   3.47E-5   35.575786 -0.0233298 3.36E-5                 3.52E-5                 0.63    0.11     1.23   0.12    0.1       5.7   1.97   0.83   35     ""               ""                
  G035.5761-000.0310  284.0934465 2.3389261   3.17E-5   3.17E-5   35.576051 -0.0309984 2.96E-5                 3.25E-5                 0.75    0.12     1.02   0.13    0.12      6.3   1.35   0.69   24     ""               ""                
  G035.5763-000.0302  284.092821  2.3394817   3.91E-5   3.91E-5   35.576260 -0.0301888 3.76E-5                 4.08E-5                 0.6     0.12     0.9    0.13    0.12      5.1   1.5    0.65   21     ""               ""                
  G035.5770-000.0289  284.091987  2.3407318   3.67E-5   3.67E-5   35.576992 -0.0288768 3.94E-5                 3.67E-5                 0.65    0.12     1.05   0.13    0.12      5.4   1.61   0.71   25     Mas              ""                
  G035.5781+000.0487  284.0233879 2.3771219   3.69E-5   3.69E-5   35.578092 0.0487176  3.77E-5                 3.71E-5                 0.38    0.07     0.5    0.08    0.07      5.4   1.32   0.61   19     ""               ""                
  G035.5785-000.0287  284.0924736 2.3421206   3.64E-5   3.64E-5   35.578450 -0.0286756 3.72E-5                 3.68E-5                 0.7     0.12     1.81   0.15    0.12      5.5   2.59   0.94   44     ""               ""                
  G035.5795-000.0321  284.0960182 2.3414955   3.8E-5    3.8E-5    35.579510 -0.0321122 3.62E-5                 4.09E-5                 0.62    0.12     0.93   0.12    0.12      5.2   1.51   0.68   23     MoC              ""                
  G035.5804-000.0292  284.0938637 2.3435789   3.84E-5   3.84E-5   35.580381 -0.0292459 3.66E-5                 4.01E-5                 0.61    0.12     1.13   0.13    0.11      5.2   1.86   0.73   27     ""               ""                
  G035.5805+000.0664  284.0087223 2.3873301   3.64E-5   3.64E-5   35.580489 0.0664143  3.65E-5                 3.6E-5                  0.44    0.08     0.81   0.09    0.08      5.5   1.84   0.77   30     ""               ""                
  G035.5815-000.8858  284.8569587 1.9534107   3.77E-5   3.77E-5   35.581458 -0.8858224 3.83E-5                 3.82E-5                 0.37    0.07     0.38   0.07    0.07      5.3   1.02   0.53   14     ""               ""                
  G035.5837-000.1101  284.1673248 2.3096155   3.2E-5    3.2E-5    35.583662 -0.1100567 3.08E-5                 3.09E-5                 0.4     0.07     0.45   0.07    0.07      6.2   1.13   0.61   19     ""               ""                
  G035.5855-000.8065  284.7881803 1.9932408   3.83E-5   3.83E-5   35.58549  -0.806481  3.89E-5                 3.84E-5                 0.34    0.07     0.36   0.07    0.07      5.2   1.04   0.55   15     ""               ""                
  G035.6010-000.3663  284.4033958 2.2080459   3.44E-5   3.44E-5   35.600978 -0.3662978 3.51E-5                 3.64E-5                 0.45    0.08     0.59   0.08    0.08      5.8   1.31   0.66   22     ""               ""                
  G035.6019-000.3685  284.4057587 2.2079064   3.23E-5   3.23E-5   35.601932 -0.3684621 3.08E-5                 3.08E-5                 0.52    0.08     2.04   0.13    0.08      6.2   3.9    1.28   82     ""               ""                
  G035.6022-000.3654  284.4031877 2.2095043   3.27E-5   3.27E-5   35.602181 -0.3654469 3.38E-5                 3.03E-5                 0.43    0.08     0.85   0.09    0.08      6.1   1.97   0.81   33     ""               ""                
  G035.6095+000.6838  283.4720034 2.694725    3.91E-5   3.91E-5   35.609458 0.6837899  4.0E-5                  4.01E-5                 0.35    0.07     0.41   0.07    0.07      5.1   1.17   0.56   16     ""               ""                
  G035.6132+000.1610  283.9394211 2.4596193   3.9E-5    3.9E-5    35.613219 0.161011   3.83E-5                 3.63E-5                 0.31    0.07     0.36   0.07    0.06      5.1   1.14   0.56   16     ""               ""                
  G035.6169-000.3900  284.4318213 2.2113716   3.0E-5    3.0E-5    35.616906 -0.39005   3.02E-5                 2.79E-5                 0.43    0.07     0.43   0.07    0.07      6.6   1.01   0.6    18     Psr              ""                
  G035.6173-000.0769  284.1531505 2.3546862   3.96E-5   3.96E-5   35.617300 -0.0768838 3.83E-5                 3.84E-5                 0.36    0.07     0.59   0.08    0.07      5.0   1.63   0.68   23     ""               ""                
  G035.6230+000.4490  283.6874137 2.5997213   3.96E-5   3.96E-5   35.623039 0.4489626  4.01E-5                 3.98E-5                 0.32    0.07     0.42   0.07    0.07      5.0   1.29   0.58   17     ""               ""                
  G035.6260-000.2724  284.3312015 2.2732017   3.85E-5   3.85E-5   35.626012 -0.2723687 3.75E-5                 3.7E-5                  0.32    0.07     0.41   0.07    0.06      5.2   1.28   0.6    18     ""               ""                
  G035.6303+000.1015  284.0002414 2.4476774   3.9E-5    3.9E-5    35.630320 0.1014922  3.71E-5                 3.83E-5                 0.32    0.06     0.33   0.06    0.06      5.1   1.05   0.55   15     ""               ""                
  G035.6308-000.7318  284.7424176 2.0676399   3.96E-5   3.96E-5   35.630787 -0.7318127 4.08E-5                 3.89E-5                 0.33    0.07     0.35   0.07    0.07      5.0   1.07   0.53   14     ""               ""                
  G035.6366-000.5612  284.5931746 2.150762    3.87E-5   3.87E-5   35.636614 -0.5611708 3.67E-5                 3.6E-5                  0.33    0.07     0.31   0.07    0.06      5.1   0.93   0.51   13     ""               ""                
  G035.6385+000.4164  283.7234238 2.5986183   3.9E-5    3.9E-5    35.638466 0.4164465  3.84E-5                 3.98E-5                 0.34    0.07     0.46   0.07    0.07      5.1   1.33   0.61   19     ""               ""                
  G035.6418-000.1763  284.2528842 2.3311326   3.35E-5   3.35E-5   35.641830 -0.1762985 3.15E-5                 3.41E-5                 0.36    0.06     0.4    0.06    0.06      5.9   1.12   0.61   19     ""               ""                
  G035.6430+000.5635  283.5944441 2.6696974   3.88E-5   3.88E-5   35.642958 0.563527   4.21E-5                 3.83E-5                 0.33    0.07     0.33   0.07    0.06      5.1   1.0    0.53   14     ""               ""                
  G035.6431+000.5333  283.6214231 2.6560245   3.93E-5   3.93E-5   35.643080 0.5333074  3.93E-5                 4.08E-5                 0.32    0.07     0.38   0.07    0.06      5.1   1.17   0.56   16     ""               ""                
  G035.6471-001.0115  284.9987952 1.9543639   3.89E-5   3.89E-5   35.647079 -1.0114814 3.63E-5                 3.9E-5                  0.56    0.11     0.56   0.11    0.11      5.1   1.01   0.55   15     ""               ""                
  G035.6475-000.9117  284.9101453 2.0003243   3.95E-5   3.95E-5   35.647482 -0.9116734 4.02E-5                 4.17E-5                 0.36    0.08     0.51   0.08    0.07      5.0   1.41   0.61   19     ""               ""                
